author_id,username,author_followers,author_tweets,author_description,author_location,text,created_at,retweets,replies,likes,quote_count
1396582199437180933,oqlMYAD4J6eTgc1,16,263,,,RT @MBR012: @med_projects اتوقع بيكون مثل ممشى الألوان في جدة https://t.co/4JtWubOapH,2021-10-08 14:05:31+00:00,1,0,0,0
701010153357844482,Thamer_Baljoon,946,7637,مهندس ثامر احمد بالجون,الرياض,"RT @hadi_jafari: المرحلة والجزء الأخير من #ممشى_الألوان بكرنيش جدة الشمالي #كرنيش_جدة 
وغدا ختامها مسك ان شاء الله تعالى https://t.co/PCchd…",2021-10-05 23:19:23+00:00,1,0,0,0
421387799,hadi_jafari,2310,6916,‏‏‏‏‏‏‏‏‏‏‏‏مهندس معماري/عضو الهيئة السعودية للمهندسين/ الجمعية السعودية للهندسة المدنية/مسعف/طيار رياضي/قفز مظلي حر/غواص منقذ/مدير فريق متطوعي الحماية المدنية.,"جدة, المملكة العربية السعودية","المرحلة والجزء الأخير من #ممشى_الألوان بكرنيش جدة الشمالي #كرنيش_جدة 
وغدا ختامها مسك ان شاء الله تعالى https://t.co/PCchd4WEQZ",2021-10-05 20:18:51+00:00,1,3,9,0
1032756704948170752,Alyazidi87,202,1315,بكالوريس #إعلام من #kau وموظف في هيئة المساحة #الجيولوجية .. مصور صحفي في جريدة #اليوم السعودية سابقاً .,Jeddah,RT @Alyazidi87: #الواجهة_البحرية #ممشى_الالوان #جدة #تصويري https://t.co/XaaFq3r5Il,2021-09-28 08:54:48+00:00,1,0,0,0
1032756704948170752,Alyazidi87,202,1315,بكالوريس #إعلام من #kau وموظف في هيئة المساحة #الجيولوجية .. مصور صحفي في جريدة #اليوم السعودية سابقاً .,Jeddah,#الواجهة_البحرية #ممشى_الالوان #جدة #تصويري https://t.co/XaaFq3r5Il,2021-09-28 08:54:40+00:00,1,0,2,0
1299663437581225984,UdUmran,195,99,شعبة الوصول الشامل _ الجمعية السعودية لعلوم العمران _ عضو الاتحاد الدولي للمعماريين UIA _ تأسست عام 1408هـ,,RT @Umran_Jeddah: معالي أمين جدة أ. صالح التركي في جولة تفقدية لمبادرة #ممشى_الألوان ضمن جهود أمانة جدة لتحسين المشهد البصري والارتقاء بجود…,2021-09-26 08:22:58+00:00,33,0,0,0
1201616029383823360,Umran_Jeddah,1152,1088,"‏‏‏فرع جدة - عضو الاتحاد الدولي للمعماريين UIA
فرع تابع ‎@saudi_umran
المملكة العربية السعودية",,RT @Umran_Jeddah: معالي أمين جدة أ. صالح التركي في جولة تفقدية لمبادرة #ممشى_الألوان ضمن جهود أمانة جدة لتحسين المشهد البصري والارتقاء بجود…,2021-09-26 03:41:40+00:00,33,0,0,0
1133428885,AthariPh,76,1093,pharmacy(Pharma D) #IAU,Dammam,RT @Umran_Jeddah: معالي أمين جدة أ. صالح التركي في جولة تفقدية لمبادرة #ممشى_الألوان ضمن جهود أمانة جدة لتحسين المشهد البصري والارتقاء بجود…,2021-09-15 06:24:01+00:00,33,0,0,0
443686348,falah1402,761,4414,,,@SaudiProject @RedSeaIntlCo قسم بالله تلوين الممشى انه تلوث بصري فضيع ياخي بادرو في زراعة جدة بدلآ من شراء هذي الالوان بمبالغ طائلة ومع الوقت تنمسح ايش العقلية هذي ياناس الممشى سلمه المقاول للامانه بشكل لائق ومنسق وحقين التلوين اضافو تشوه بصري في غير محله التلوين والرسم له مكانه ليس في ممشى,2021-09-05 21:37:20+00:00,0,0,0,0
424456788,alaa_alsaud,178,2880,"""لا يطربني المَدْح، ولا أخاف القَدْح، أعرف من أنا"" | My Life, My Work, My Choice","Saudi Arabia , Jubail","RT @RedSeaIntlCo: قامت شركة #البحر_الأحمر_العالمية يوم الأربعاء برعاية مبادرة خيرية والتي تعتبر الأكبر من نوعها وهي المساهمة في عمل ""أطول م…",2021-09-04 00:44:37+00:00,8,0,0,0
